Model Label,Model ID,Model Size,Developer,ID,Category,Difficulty,Prompt,Reference Answer,Response,Latency,Generated Tokens,Response Length,Tokens/sec,GPU Peak Memory GB,CPU Process Memory GB,BERTScore Precision,BERTScore Recall,BERTScore F1,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,Inference Cost Score,Accuracy,Relevance,Completeness,Helpfulness
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,35,Orders & Delivery,Hard,My package was stolen from my porch after delivery.,Please file a report with your local police and contact customer support with the case number so we can initiate a claim and assist you with a replacement or refund.,"I'm so sorry to hear your package was stolen.  I understand this is frustrating.  

To help me assist you further, could you please provide me with:

* **Your order number:** This will help me locate the package details.
* **The carrier you used:** (e.g., FedEx, UPS, USPS)
* **Any other details you remember:** (e.g., time of delivery, any suspicious activity)

Once I have this information, I can guide you through the next steps for filing a claim or reporting the theft.",5.18716391199996,119,81,22.941245354654395,4.8961944580078125,3.1789398193359375,0.81170535,0.8822379,0.8455033,0.25225225225225223,0.07339449541284404,0.14414414414414414,0.008193962108645043,25.397363198712327,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,36,Orders & Delivery,Easy,Can I pick up my order from a local store?,"If local pickup is available, select the 'Store Pickup' option at checkout. You will receive an email notification when your order is ready for pickup.","Yes, you can!  Please visit our store locator on our website to find the nearest location and confirm availability.",1.1282505019999007,26,19,23.044527747971955,4.887067794799805,3.1789398193359375,0.8687848,0.868604,0.86869437,0.1818181818181818,0.0,0.04545454545454545,0.007425156669330893,5.513836692790427,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,37,Refunds & Returns,Easy,How do I request a refund?,Submit a refund request through your account or contact customer support with your order number.,"To request a refund, please follow these steps:

1. **Contact us:** You can reach us through [insert contact method, e.g., email, phone number, live chat].
2. **Provide details:** Clearly state your order number, the product you're requesting a refund for, and the reason for your request.
3. **Follow instructions:** We'll guide you through the refund process, which may involve providing additional information or documentation. 

We aim to process refunds as quickly as possible.",4.7754390570003125,110,73,23.034531210015356,4.8950042724609375,3.1789474487304688,0.82609046,0.89651597,0.8598636,0.21978021978021978,0.06741573033707865,0.15384615384615383,0.009110982027783527,23.37579458689336,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,38,Refunds & Returns,Medium,I was charged twice for the same purchase.,Contact customer support with your payment details so they can investigate and process the duplicate charge refund if confirmed.,"I understand you've been charged twice for the same purchase.  

To help me investigate this, could you please provide:

* **Your order number**
* **The date of the purchase**
* **The amount of the charge**

Once I have this information, I can look into the issue and get this resolved for you.",3.201478454000153,74,52,23.114320793738024,4.891630172729492,3.1789512634277344,0.8269396,0.8799027,0.85259944,0.17391304347826086,0.0,0.08695652173913043,0.0049811554679751145,15.660448602930515,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,39,Refunds & Returns,Easy,What is your return policy window?,"You can return most items within 30 days of delivery for a full refund or exchange. Items must be in their original, unused condition.",Our return window is **30 days** from the date of purchase.,0.7809707119999985,18,11,23.048239483787498,4.885875701904297,3.1789512634277344,0.8877114,0.86871576,0.8781109,0.2285714285714286,0.06060606060606061,0.2285714285714286,0.006875734342866205,3.815725825659691,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,40,Refunds & Returns,Medium,"My return was delivered, but I haven't received my refund.","Returns are processed within 5-7 business days of arrival at our warehouse. Once processed, the refund will take 3-5 days to show in your bank account.","I understand your frustration.  

To help me investigate this, could you please provide:

* **Your order number:** This will help me quickly locate your return.
* **The date you sent the return:** This will help me determine the processing timeline.

Once I have this information, I can check the status of your refund and provide an update.",3.2960957450000024,76,57,23.057582630992396,4.892324447631836,3.178955078125,0.83086,0.85591865,0.8432032,0.21686746987951808,0.0,0.12048192771084339,0.005015716481729794,16.125569794998782,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,41,Refunds & Returns,Easy,Can I return a gift that was purchased for me?,"Yes, you can return a gift for store credit. Please contact customer support with the order number or the buyer's details to initiate the process.","Yes, you can usually return a gift, but it depends on the store's policy.  

**Here's what you should do:**

* **Check the store's return policy:**  Look for information on their website or in-store. 
* **Have the original receipt:** This is usually required for returns.
* **Contact the store:**  Explain the situation and ask about their return policy for gifts. 


Let me know if you have any other questions.",4.521202653999808,104,68,23.002729131814853,4.894805908203125,3.1789703369140625,0.82214487,0.8850196,0.8524244,0.2947368421052632,0.08602150537634409,0.23157894736842102,0.01979338452607279,22.13040946298191,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,42,Refunds & Returns,Easy,Do I have to pay for return shipping?,"We offer free returns for defective or incorrect items. For change-of-mind returns, a return shipping fee will be deducted from your final refund amount.","Please provide me with the context! I need to know what you're returning to answer your question about return shipping. 

For example, tell me:

* **What did you order?**
* **Where did you purchase it?** 
* **What is the reason for the return?** 


Once I have this information, I can tell you if you'll be responsible for return shipping costs. 😊",3.946166164999795,91,61,23.060356861583077,4.893318176269531,3.1789703369140625,0.8182575,0.8613549,0.83925325,0.18823529411764706,0.024096385542168676,0.14117647058823532,0.008319506012561522,19.309846621773328,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,43,Refunds & Returns,Medium,I bought a digital product by mistake. Can I get a refund?,"Digital downloads are generally non-refundable once accessed or downloaded. If you have not downloaded the file, contact support to request an exception.","I understand you accidentally purchased a digital product. Unfortunately, digital products are typically non-refundable. 

However, I can try to help!  Could you tell me:

* **What product did you purchase?**
* **When did you purchase it?**
* **How did you make the purchase?** (e.g., website, app)

This information will help me understand the situation better and see if there are any exceptions to the policy.",4.303210713000226,99,65,23.006077694711948,4.8946075439453125,3.1789703369140625,0.81702846,0.8829796,0.8487248,0.20689655172413796,0.023529411764705882,0.16091954022988506,0.0039610343210404915,21.062527619037194,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,44,Refunds & Returns,Easy,Can I get my refund as store credit instead of back to my card?,"Yes, you can select 'Store Credit' during the return flow. Store credit is issued instantly upon package scan by the courier.","Yes, absolutely!  We're happy to offer you a store credit for your refund.  Just let us know and we'll process it for you.",1.600575987999946,36,23,22.491903083579945,4.888456344604492,3.178974151611328,0.88025063,0.880973,0.8806117,0.17391304347826086,0.04545454545454545,0.17391304347826086,0.010900096978029118,7.824345843559939,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,45,Refunds & Returns,Easy,I don't have a printer to print the return label. What do I do?,"Select the 'QR Code' return option at checkout. You can show the QR code on your phone at a local shipping drop-off location, and they will print the label for you.","No problem!  We can help you print your return label.  

Here are a few options:

* **Use a free online label printer:**  Many online retailers offer free label printing services. You can usually find them on their website.
* **Use a local print shop:**  Many local print shops offer label printing services. 
* **Use a mobile app:**  Some apps, like the one for your online retailer, allow you to print labels directly from your phone. 

Please let me know if you need help finding the right option for you.",5.264101621000009,120,89,22.795912510747442,4.897087097167969,3.178974151611328,0.82671,0.8700412,0.8478223,0.25423728813559326,0.06896551724137931,0.20338983050847456,0.009201099495331752,25.778764126380132,,,,
